score_id,contact_id,agent_id,section_name,criteria_name,score,passed,reasoning,scored_by,evaluated_at
4864ff5f-2e52-4611-8d07-7c2c285846f7,624279096503,21352312,Section 1: Offer Assistance,Offer Assistance,0.0,False,"FAIL — found 0/1. Missing: how can i help, how may i help",keyword_match,2026-03-14 10:17:48.421529
14441159-2072-4aa2-9591-0d6cd38bce03,624279096503,21352312,Section 2: Problem Resolution,Active Listening,1.0,True,PASS — signals found: go ahead,keyword_match,2026-03-14 10:17:48.423970
2ec23432-2874-4e28-a740-76c33e63fd06,624279096503,21352312,Section 2: Problem Resolution,Resolution Provided,1.0,True,PASS — signals found: resolved,keyword_match,2026-03-14 10:17:48.426285
1df55237-d222-4f33-b61e-88196f0a4e78,624279096503,21352312,Section 2: Problem Resolution,Hold Protocol,0.0,False,"FAIL — found 0/1. Missing: place you on hold, put you on hold",keyword_match,2026-03-14 10:17:48.428587
891ef692-0d83-443c-bf4f-a493771ff24e,624279096503,21352312,Section 2: Problem Resolution,Escalation Handling,0.0,False,"FAIL — found 0/1. Missing: escalate, escalation",keyword_match,2026-03-14 10:17:48.430875
8fb49cfb-74eb-4c41-845a-e7926ba5823d,624279096503,21352312,Section 4: Call Closing,Issue Confirmation,1.0,True,PASS — signals found: anything else,keyword_match,2026-03-14 10:17:48.434195
da7850e1-fdb4-466a-b591-7bdc7a8fd744,624279096503,21352312,Section 4: Call Closing,Professional Farewell,1.0,True,PASS — signals found: take care,keyword_match,2026-03-14 10:17:48.436618
65633949-7e08-487b-8370-2be01fe8614f,624279096503,21352312,Section 3: Communication Quality,Professional Tone,0.6,True,PASS — Sentiment:0.30 Empathy:2 Negative:1 Score:0.60,sentiment_analysis,2026-03-14 10:17:48.438797
f852f067-bc1b-400c-9431-947823fc1562,624279096503,21352312,Section 3: Communication Quality,Clear Explanation,0.12,False,FAIL — Instruction keywords: 1,sentiment_analysis,2026-03-14 10:17:48.440981
4005d7c1-e071-49c8-9a75-cb96d8336734,624279096503,21352312,Section 4: Call Closing,Recap Provided,0.0,False,FAIL — Recap signals: none found,sentiment_analysis,2026-03-14 10:17:48.443198
7b71e498-81a4-4f9d-a525-f2db642a7940,624279721699,24145412,Section 1: Offer Assistance,Greeting,1.0,True,"PASS — signals found: thank you for calling, this is",keyword_match,2026-03-14 10:17:48.483282
e18d8151-c09b-4234-8b58-c6ecb7bd8fc3,624279721699,24145412,Section 1: Offer Assistance,User Authentication,0.0,False,"FAIL — found 0/2. Missing: first and last name, full name",keyword_match,2026-03-14 10:17:48.493225
e06aa202-4220-418e-a5d0-6a33066e93d5,624279721699,24145412,Section 1: Offer Assistance,Offer Assistance,0.0,False,"FAIL — found 0/1. Missing: how can i help, how may i help",keyword_match,2026-03-14 10:17:48.498461
bb6dd2fc-282d-44e8-a723-98f1102b8e0c,624279721699,24145412,Section 2: Problem Resolution,Active Listening,1.0,True,"PASS — signals found: i see, go ahead",keyword_match,2026-03-14 10:17:48.502608
d9786246-e1db-4022-b401-a53788fc8330,624279721699,24145412,Section 2: Problem Resolution,Resolution Provided,1.0,True,PASS — signals found: that should,keyword_match,2026-03-14 10:17:48.507267
89a88250-3784-4873-a6ad-f6058699c8f4,624279721699,24145412,Section 2: Problem Resolution,Hold Protocol,0.0,False,"FAIL — found 0/1. Missing: place you on hold, put you on hold",keyword_match,2026-03-14 10:17:48.512408
e6ddec16-5b8d-4b5a-8381-425bd8e0f8c9,624279721699,24145412,Section 2: Problem Resolution,Escalation Handling,1.0,True,PASS — signals found: ticket,keyword_match,2026-03-14 10:17:48.520649
b6fb43c0-db09-4cf3-8aa5-b1d056ce8d75,624279721699,24145412,Section 4: Call Closing,Issue Confirmation,0.0,False,"FAIL — found 0/1. Missing: anything else, is there anything",keyword_match,2026-03-14 10:17:48.535173
35b5b77d-78a9-4ec6-9d82-273237d1a984,624279721699,24145412,Section 4: Call Closing,Professional Farewell,0.0,False,"FAIL — found 0/1. Missing: thank you for calling, have a great",keyword_match,2026-03-14 10:17:48.542112
6cf3969e-cc50-4dc9-af80-6a617349af92,624279721699,24145412,Section 3: Communication Quality,Professional Tone,0.66,True,PASS — Sentiment:0.32 Empathy:3 Negative:1 Score:0.66,sentiment_analysis,2026-03-14 10:17:48.547183
757a7a74-5b76-430d-9c32-03500c837621,624279721699,24145412,Section 3: Communication Quality,Clear Explanation,0.96,True,PASS — Instruction keywords: 8,sentiment_analysis,2026-03-14 10:17:48.554086
92ff6e10-2116-48a4-a8db-8de6e5369c77,624279721699,24145412,Section 4: Call Closing,Recap Provided,0.0,False,FAIL — Recap signals: none found,sentiment_analysis,2026-03-14 10:17:48.559340
d48ffe46-31ee-43ff-887a-1bae2e91ac8c,624279879911,28585315,Section 1: Offer Assistance,Greeting,1.0,True,"PASS — signals found: thank you for calling, my name is",keyword_match,2026-03-14 10:17:48.611775
38cf57fc-3f97-49b5-a513-ab5de55dd5e3,624279879911,28585315,Section 1: Offer Assistance,User Authentication,0.0,False,"FAIL — found 1/2. Missing: full name, user id",keyword_match,2026-03-14 10:17:48.622197
0b009aaa-709c-4b89-bb47-8a7cda2b23b4,624279879911,28585315,Section 1: Offer Assistance,Offer Assistance,0.0,False,"FAIL — found 0/1. Missing: how can i help, how may i help",keyword_match,2026-03-14 10:17:48.629077
aa45f49b-ca62-47b4-9f2a-e46915e0033e,624279879911,28585315,Section 2: Problem Resolution,Active Listening,1.0,True,"PASS — signals found: i see, go ahead",keyword_match,2026-03-14 10:17:48.635137
7e79f382-403a-4587-88e3-f256ef41c432,624279879911,28585315,Section 2: Problem Resolution,Resolution Provided,0.0,False,"FAIL — found 0/1. Missing: resolved, fixed",keyword_match,2026-03-14 10:17:48.640791
de1b61f8-c32f-4294-9614-c62ae9d62581,624279879911,28585315,Section 2: Problem Resolution,Hold Protocol,0.0,False,"FAIL — found 0/1. Missing: place you on hold, put you on hold",keyword_match,2026-03-14 10:17:48.645248
5038abc5-a977-48fc-bb5f-2183cb208d68,624279879911,28585315,Section 2: Problem Resolution,Escalation Handling,1.0,True,"PASS — signals found: follow up, ticket",keyword_match,2026-03-14 10:17:48.652107
3b75c230-694a-427f-871d-b6b2959bc67f,624279879911,28585315,Section 4: Call Closing,Issue Confirmation,0.0,False,"FAIL — found 0/1. Missing: anything else, is there anything",keyword_match,2026-03-14 10:17:48.656692
bd119949-78fa-44e6-96f8-a31ffe88a646,624279879911,28585315,Section 4: Call Closing,Professional Farewell,1.0,True,PASS — signals found: have a good,keyword_match,2026-03-14 10:17:48.661307
9704499b-a3c8-48d2-be8c-6170cf2aaedf,624279879911,28585315,Section 3: Communication Quality,Professional Tone,0.75,True,PASS — Sentiment:0.21 Empathy:3 Negative:0 Score:0.75,sentiment_analysis,2026-03-14 10:17:48.670009
81d0e788-f143-44de-8ccc-a05784bc318e,624279879911,28585315,Section 3: Communication Quality,Clear Explanation,0.48,True,PASS — Instruction keywords: 4,sentiment_analysis,2026-03-14 10:17:48.676114
66c83c37-ddff-439b-b4a2-84ec41bce0b8,624279879911,28585315,Section 4: Call Closing,Recap Provided,0.0,False,FAIL — Recap signals: none found,sentiment_analysis,2026-03-14 10:17:48.680076
76b4be69-e99d-4a59-ae11-8949643c5068,624279893173,22351462,Section 1: Offer Assistance,Greeting,0.0,False,"FAIL — found 0/2. Missing: thank you for calling, thanks for calling",keyword_match,2026-03-14 10:17:48.698748
4ddd683d-7d9d-4aa1-a48b-23e13105edc8,624279893173,22351462,Section 1: Offer Assistance,User Authentication,0.0,False,"FAIL — found 1/2. Missing: first and last name, full name",keyword_match,2026-03-14 10:17:48.701743
8ab6c3a7-a672-4a41-ae81-8e87a28232f1,624279893173,22351462,Section 1: Offer Assistance,Offer Assistance,1.0,True,"PASS — signals found: how can i help, how can i",keyword_match,2026-03-14 10:17:48.704136
847948ec-cd04-4b16-9996-6cc8f5e0f547,624279893173,22351462,Section 2: Problem Resolution,Active Listening,1.0,True,PASS — signals found: go ahead,keyword_match,2026-03-14 10:17:48.706546
3d3cbbd1-df22-4fab-9d6d-1ef7879f0781,624279893173,22351462,Section 2: Problem Resolution,Resolution Provided,0.0,False,"FAIL — found 0/1. Missing: resolved, fixed",keyword_match,2026-03-14 10:17:48.708971
b30bdfc4-cbbc-4dc9-bd69-9edba0cc8edc,624279893173,22351462,Section 2: Problem Resolution,Hold Protocol,1.0,True,PASS — signals found: one second,keyword_match,2026-03-14 10:17:48.712234
8991507d-6349-4cf9-80f5-9c989e8d7f1b,624279893173,22351462,Section 2: Problem Resolution,Escalation Handling,0.0,False,"FAIL — found 0/1. Missing: escalate, escalation",keyword_match,2026-03-14 10:17:48.715065
07fbe050-3036-4b87-bace-bb71b20a8ff7,624279893173,22351462,Section 4: Call Closing,Issue Confirmation,0.0,False,"FAIL — found 0/1. Missing: anything else, is there anything",keyword_match,2026-03-14 10:17:48.717405
fa2442c4-ac4f-46a5-9cc4-5e210c865c1c,624279893173,22351462,Section 4: Call Closing,Professional Farewell,1.0,True,PASS — signals found: have a great,keyword_match,2026-03-14 10:17:48.719884
b3d668be-c466-4084-8d87-5255a41c51a3,624279893173,22351462,Section 3: Communication Quality,Professional Tone,0.48,False,FAIL — Sentiment:0.26 Empathy:0 Negative:1 Score:0.48,sentiment_analysis,2026-03-14 10:17:48.722314
5f37bcc5-808a-4e95-90cf-db5cae8adbb4,624279893173,22351462,Section 3: Communication Quality,Clear Explanation,0.24,False,FAIL — Instruction keywords: 2,sentiment_analysis,2026-03-14 10:17:48.724891
0663e20b-381f-46bd-b25b-9d00e5f8ae4b,624279893173,22351462,Section 4: Call Closing,Recap Provided,0.0,False,FAIL — Recap signals: none found,sentiment_analysis,2026-03-14 10:17:48.727224
ada9b7a9-9a52-4dc8-967b-88649db77b8c,624279908539,27471653,Section 1: Offer Assistance,Greeting,0.0,False,"FAIL — found 0/2. Missing: thank you for calling, thanks for calling",keyword_match,2026-03-14 10:17:48.757657
cd8331aa-b169-46a7-a4c7-bc9123aac37b,624279908539,27471653,Section 1: Offer Assistance,User Authentication,0.0,False,"FAIL — found 0/2. Missing: first and last name, full name",keyword_match,2026-03-14 10:17:48.760614
89dd9d64-a2f7-4b6e-bdf3-af5e0f80fc7d,624279908539,27471653,Section 1: Offer Assistance,Offer Assistance,0.0,False,"FAIL — found 0/1. Missing: how can i help, how may i help",keyword_match,2026-03-14 10:17:48.763279
395ff9f9-c42b-4777-aae1-3a21b4d2d376,624279908539,27471653,Section 2: Problem Resolution,Active Listening,1.0,True,PASS — signals found: go ahead,keyword_match,2026-03-14 10:17:48.765673
fe9bb9bb-6ca1-425d-940b-86b2a46c16d1,624279908539,27471653,Section 2: Problem Resolution,Resolution Provided,0.0,False,"FAIL — found 0/1. Missing: resolved, fixed",keyword_match,2026-03-14 10:17:48.767977
d4261242-87bc-4cd9-afc6-dfe48848e0ed,624279908539,27471653,Section 2: Problem Resolution,Hold Protocol,1.0,True,PASS — signals found: one second,keyword_match,2026-03-14 10:17:48.770213
07a2e490-b598-4f86-bfcd-57034cc05160,624279908539,27471653,Section 2: Problem Resolution,Escalation Handling,0.0,False,"FAIL — found 0/1. Missing: escalate, escalation",keyword_match,2026-03-14 10:17:48.772539
00966ee4-6179-4bf3-8859-27b1b0f861b6,624279908539,27471653,Section 4: Call Closing,Issue Confirmation,1.0,True,PASS — signals found: anything else,keyword_match,2026-03-14 10:17:48.777067
819f6b2b-bb06-4db2-b43c-66658a8a9193,624279908539,27471653,Section 4: Call Closing,Professional Farewell,0.0,False,"FAIL — found 0/1. Missing: thank you for calling, have a great",keyword_match,2026-03-14 10:17:48.782053
c82d588d-2f98-44b6-a96e-135fb96f4281,624279908539,27471653,Section 3: Communication Quality,Professional Tone,0.67,True,PASS — Sentiment:0.23 Empathy:4 Negative:1 Score:0.67,sentiment_analysis,2026-03-14 10:17:48.787840
2ba942aa-4e54-4c70-b7f2-3bcb25121631,624279908539,27471653,Section 3: Communication Quality,Clear Explanation,0.84,True,PASS — Instruction keywords: 7,sentiment_analysis,2026-03-14 10:17:48.799151
d593156f-b3ce-4d85-930c-f99689b753ce,624279908539,27471653,Section 4: Call Closing,Recap Provided,0.0,False,FAIL — Recap signals: none found,sentiment_analysis,2026-03-14 10:17:48.809908
29a08e05-d7fb-48e7-9f24-51188614fdde,624279924425,27275123,Section 1: Offer Assistance,Greeting,0.0,False,"FAIL — found 0/2. Missing: thank you for calling, thanks for calling",keyword_match,2026-03-14 10:17:48.865242
e4e7346b-b0f2-46e8-9a57-8c033fbbc10f,624279924425,27275123,Section 1: Offer Assistance,User Authentication,1.0,True,"PASS — signals found: first and last name, callback number, spell your",keyword_match,2026-03-14 10:17:48.868420
3ce4047a-3254-480f-b913-63636da68df2,624279924425,27275123,Section 1: Offer Assistance,Offer Assistance,1.0,True,"PASS — signals found: how can i help, how can i",keyword_match,2026-03-14 10:17:48.872783
b8c1aaea-4afb-4ad3-b166-208d12001185,624279924425,27275123,Section 2: Problem Resolution,Active Listening,0.0,False,"FAIL — found 0/1. Missing: just to confirm, so what you're saying",keyword_match,2026-03-14 10:17:48.875402
69e7d2eb-3693-452a-8f51-0bf00e68121d,624279924425,27275123,Section 2: Problem Resolution,Resolution Provided,0.0,False,"FAIL — found 0/1. Missing: resolved, fixed",keyword_match,2026-03-14 10:17:48.877943
cdfabe0c-a79b-4e04-bf69-7d1aad9b7f33,624279924425,27275123,Section 2: Problem Resolution,Hold Protocol,1.0,True,PASS — signals found: one moment,keyword_match,2026-03-14 10:17:48.885914
24fec207-0f41-4fe9-bffa-df3585f40d39,624279924425,27275123,Section 2: Problem Resolution,Escalation Handling,1.0,True,PASS — signals found: ticket,keyword_match,2026-03-14 10:17:48.891164
aef1b17d-6e44-4a2c-ad99-3dcec940a88e,624279924425,27275123,Section 4: Call Closing,Issue Confirmation,1.0,True,"PASS — signals found: anything else, is there anything",keyword_match,2026-03-14 10:17:48.893985
d0996410-79da-4406-916c-b145a00451ee,624279924425,27275123,Section 4: Call Closing,Professional Farewell,0.0,False,"FAIL — found 0/1. Missing: thank you for calling, have a great",keyword_match,2026-03-14 10:17:48.896447
3fe39d09-a9fa-44b9-bf11-cff538b1424c,624279924425,27275123,Section 3: Communication Quality,Professional Tone,0.67,True,PASS — Sentiment:0.35 Empathy:0 Negative:0 Score:0.67,sentiment_analysis,2026-03-14 10:17:48.903062
cd05209e-bd13-463b-9158-a4ade2bcf378,624279924425,27275123,Section 3: Communication Quality,Clear Explanation,0.12,False,FAIL — Instruction keywords: 1,sentiment_analysis,2026-03-14 10:17:48.911509
68cd5c30-edc2-43fa-8bb2-1913ded6020c,624279924425,27275123,Section 4: Call Closing,Recap Provided,0.0,False,FAIL — Recap signals: none found,sentiment_analysis,2026-03-14 10:17:48.920002
f517d473-0c68-49ad-acd6-e2a7dffed6ba,624279931111,26565321,Section 1: Offer Assistance,Greeting,1.0,True,"PASS — signals found: thank you for calling, this is",keyword_match,2026-03-14 10:17:48.960158
0abf06e9-dcfc-41dd-a404-44b1f5625da5,624279931111,26565321,Section 1: Offer Assistance,User Authentication,0.0,False,"FAIL — found 0/2. Missing: first and last name, full name",keyword_match,2026-03-14 10:17:48.963036
d9001183-04ad-41ea-9129-29d4f290fe84,624279931111,26565321,Section 1: Offer Assistance,Offer Assistance,1.0,True,"PASS — signals found: how can i help, how can i",keyword_match,2026-03-14 10:17:48.967758
47d121d9-15d5-4599-9fa9-f4ed45dc740c,624279931111,26565321,Section 2: Problem Resolution,Active Listening,1.0,True,"PASS — signals found: i see, go ahead, sounds like",keyword_match,2026-03-14 10:17:48.975137
b51689aa-3dd2-4e6a-885c-4bd57156e5ed,624279931111,26565321,Section 2: Problem Resolution,Resolution Provided,0.0,False,"FAIL — found 0/1. Missing: resolved, fixed",keyword_match,2026-03-14 10:17:48.980140
cfd550ab-1047-4b00-8bd2-a373a0d2d87a,624279931111,26565321,Section 2: Problem Resolution,Hold Protocol,0.0,False,"FAIL — found 0/1. Missing: place you on hold, put you on hold",keyword_match,2026-03-14 10:17:48.988162
c3dc8d11-581f-4475-9d92-f2727c5ab853,624279931111,26565321,Section 2: Problem Resolution,Escalation Handling,1.0,True,"PASS — signals found: escalate, reach out, ticket",keyword_match,2026-03-14 10:17:48.991709
5f52e1ee-5b35-4404-8215-be8b97a503b6,624279931111,26565321,Section 4: Call Closing,Issue Confirmation,0.0,False,"FAIL — found 0/1. Missing: anything else, is there anything",keyword_match,2026-03-14 10:17:48.994331
b765669d-412f-412f-897e-a09641d6ed23,624279931111,26565321,Section 4: Call Closing,Professional Farewell,0.0,False,"FAIL — found 0/1. Missing: thank you for calling, have a great",keyword_match,2026-03-14 10:17:48.996637
3863b117-1948-454e-811a-ccd01a441d68,624279931111,26565321,Section 3: Communication Quality,Professional Tone,0.64,True,PASS — Sentiment:0.18 Empathy:1 Negative:0 Score:0.64,sentiment_analysis,2026-03-14 10:17:48.999076
30ce196f-b200-40a1-bac7-8b5e585e36df,624279931111,26565321,Section 3: Communication Quality,Clear Explanation,0.24,False,FAIL — Instruction keywords: 2,sentiment_analysis,2026-03-14 10:17:49.001399
60efa422-3dc5-4ffe-b908-28a834b91363,624279931111,26565321,Section 4: Call Closing,Recap Provided,0.0,False,FAIL — Recap signals: none found,sentiment_analysis,2026-03-14 10:17:49.003648
02d42f4d-91be-4055-bf00-6d5813fbf687,624279943370,26854713,Section 1: Offer Assistance,Greeting,0.0,False,"FAIL — found 1/2. Missing: thank you for calling, thanks for calling",keyword_match,2026-03-14 10:17:49.022796
6445b7f6-b0c1-4a03-b734-fa894d25ed7b,624279943370,26854713,Section 1: Offer Assistance,User Authentication,0.0,False,"FAIL — found 0/2. Missing: first and last name, full name",keyword_match,2026-03-14 10:17:49.031190
d8ef5683-c826-46e9-8dac-7e6020e14c80,624279943370,26854713,Section 1: Offer Assistance,Offer Assistance,1.0,True,"PASS — signals found: how can i help, how can i",keyword_match,2026-03-14 10:17:49.034600
b3ccb1c6-819b-485b-8da1-87b8f3998656,624279943370,26854713,Section 2: Problem Resolution,Active Listening,0.0,False,"FAIL — found 0/1. Missing: just to confirm, so what you're saying",keyword_match,2026-03-14 10:17:49.037328
97a928b4-b876-4558-9c63-0c1eccdfb40b,624279943370,26854713,Section 2: Problem Resolution,Resolution Provided,0.0,False,"FAIL — found 0/1. Missing: resolved, fixed",keyword_match,2026-03-14 10:17:49.039877
369b2986-8eca-4ef2-b4d1-8ba4f05a418e,624279943370,26854713,Section 2: Problem Resolution,Hold Protocol,1.0,True,"PASS — signals found: one second, thank you for holding",keyword_match,2026-03-14 10:17:49.048099
440c3a4d-18a3-4709-ab50-3509c1de209c,624279943370,26854713,Section 2: Problem Resolution,Escalation Handling,0.0,False,"FAIL — found 0/1. Missing: escalate, escalation",keyword_match,2026-03-14 10:17:49.053059
dd4b9a2b-b66a-459b-a11a-6ecbde9d7c64,624279943370,26854713,Section 4: Call Closing,Issue Confirmation,1.0,True,PASS — signals found: anything else,keyword_match,2026-03-14 10:17:49.060021
f923fd78-a2cd-41b1-96b5-857db4d0ebb4,624279943370,26854713,Section 4: Call Closing,Professional Farewell,0.0,False,"FAIL — found 0/1. Missing: thank you for calling, have a great",keyword_match,2026-03-14 10:17:49.067029
1a98a0fd-82a3-4a7d-bc97-da92444045b8,624279943370,26854713,Section 3: Communication Quality,Professional Tone,0.73,True,PASS — Sentiment:0.25 Empathy:2 Negative:0 Score:0.73,sentiment_analysis,2026-03-14 10:17:49.071879
225c4d20-0db3-4b65-b514-99f105b34ce8,624279943370,26854713,Section 3: Communication Quality,Clear Explanation,0.6,True,PASS — Instruction keywords: 5,sentiment_analysis,2026-03-14 10:17:49.074593
4165e461-c040-4ca3-bcd5-3c309faa1d2a,624279943370,26854713,Section 4: Call Closing,Recap Provided,0.0,False,FAIL — Recap signals: none found,sentiment_analysis,2026-03-14 10:17:49.077172
92694712-857f-4c8f-990c-8312662cae4c,625338079968,28585315,Section 1: Offer Assistance,Greeting,0.0,False,"FAIL — found 1/2. Missing: thank you for calling, thanks for calling",keyword_match,2026-03-14 10:17:49.164898
1b136be0-5d8a-4411-b274-2aa0e9c9dd52,625338079968,28585315,Section 1: Offer Assistance,User Authentication,0.0,False,"FAIL — found 1/2. Missing: full name, user id",keyword_match,2026-03-14 10:17:49.176410
a29c5eff-6fd0-44da-a7f9-5e7e4f11ced6,625338079968,28585315,Section 1: Offer Assistance,Offer Assistance,0.0,False,"FAIL — found 0/1. Missing: how can i help, how may i help",keyword_match,2026-03-14 10:17:49.183097
e62ca077-e1c7-40cf-b0da-412d78a414fe,625338079968,28585315,Section 2: Problem Resolution,Active Listening,1.0,True,"PASS — signals found: i see, go ahead, sounds like",keyword_match,2026-03-14 10:17:49.189093
3bead1ce-e9e7-49a5-8af7-ecef8414ce59,625338079968,28585315,Section 2: Problem Resolution,Resolution Provided,1.0,True,PASS — signals found: that should,keyword_match,2026-03-14 10:17:49.196201
950dc897-f6ad-4cde-9117-c99135741a4c,625338079968,28585315,Section 2: Problem Resolution,Hold Protocol,0.0,False,"FAIL — found 0/1. Missing: place you on hold, put you on hold",keyword_match,2026-03-14 10:17:49.202496
6c32bfaf-ae49-488f-b7b6-4e774ca24a78,625338079968,28585315,Section 2: Problem Resolution,Escalation Handling,0.0,False,"FAIL — found 0/1. Missing: escalate, escalation",keyword_match,2026-03-14 10:17:49.207305
34f0f43c-a58d-4a0a-a151-e31ccc9d8c44,625338079968,28585315,Section 4: Call Closing,Issue Confirmation,0.0,False,"FAIL — found 0/1. Missing: anything else, is there anything",keyword_match,2026-03-14 10:17:49.209991
a99fe8c8-6d3c-493c-b14a-938e24641fa7,625338079968,28585315,Section 4: Call Closing,Professional Farewell,1.0,True,"PASS — signals found: have a good, good day",keyword_match,2026-03-14 10:17:49.213522
f77afd69-ec36-4c74-9963-5db0e2ee70e0,625338079968,28585315,Section 3: Communication Quality,Professional Tone,0.74,True,PASS — Sentiment:0.27 Empathy:5 Negative:1 Score:0.74,sentiment_analysis,2026-03-14 10:17:49.215951
3a4160ad-83b9-415f-8144-a7a1b824d8d6,625338079968,28585315,Section 3: Communication Quality,Clear Explanation,1.0,True,PASS — Instruction keywords: 12,sentiment_analysis,2026-03-14 10:17:49.219905
