agent_id,criteria_name,section_name,pass_rate
26514875,Escalation Handling,Section 2: Problem Resolution,50.0
26514875,Recap Provided,Section 4: Call Closing,0.0
26541524,Active Listening,Section 2: Problem Resolution,100.0
26541524,Professional Tone,Section 3: Communication Quality,100.0
26541524,Clear Explanation,Section 3: Communication Quality,100.0
26541524,Greeting,Section 1: Offer Assistance,100.0
26541524,Offer Assistance,Section 1: Offer Assistance,100.0
26541524,User Authentication,Section 1: Offer Assistance,50.0
26541524,Escalation Handling,Section 2: Problem Resolution,50.0
26541524,Issue Confirmation,Section 4: Call Closing,50.0
26541524,Resolution Provided,Section 2: Problem Resolution,50.0
26541524,Professional Farewell,Section 4: Call Closing,50.0
26541524,Hold Protocol,Section 2: Problem Resolution,0.0
26541524,Recap Provided,Section 4: Call Closing,0.0
26565321,Greeting,Section 1: Offer Assistance,100.0
26565321,Active Listening,Section 2: Problem Resolution,100.0
26565321,Professional Tone,Section 3: Communication Quality,100.0
26565321,Offer Assistance,Section 1: Offer Assistance,100.0
26565321,Escalation Handling,Section 2: Problem Resolution,100.0
26565321,Hold Protocol,Section 2: Problem Resolution,0.0
26565321,Issue Confirmation,Section 4: Call Closing,0.0
26565321,Professional Farewell,Section 4: Call Closing,0.0
26565321,Clear Explanation,Section 3: Communication Quality,0.0
26565321,User Authentication,Section 1: Offer Assistance,0.0
26565321,Resolution Provided,Section 2: Problem Resolution,0.0
26565321,Recap Provided,Section 4: Call Closing,0.0
26854713,Hold Protocol,Section 2: Problem Resolution,100.0
26854713,Issue Confirmation,Section 4: Call Closing,100.0
26854713,Professional Tone,Section 3: Communication Quality,100.0
26854713,Offer Assistance,Section 1: Offer Assistance,100.0
26854713,Clear Explanation,Section 3: Communication Quality,100.0
26854713,Greeting,Section 1: Offer Assistance,0.0
26854713,Active Listening,Section 2: Problem Resolution,0.0
26854713,Resolution Provided,Section 2: Problem Resolution,0.0
26854713,Professional Farewell,Section 4: Call Closing,0.0
26854713,User Authentication,Section 1: Offer Assistance,0.0
26854713,Escalation Handling,Section 2: Problem Resolution,0.0
26854713,Recap Provided,Section 4: Call Closing,0.0
27275123,Hold Protocol,Section 2: Problem Resolution,100.0
27275123,Escalation Handling,Section 2: Problem Resolution,100.0
27275123,Issue Confirmation,Section 4: Call Closing,100.0
27275123,Professional Tone,Section 3: Communication Quality,100.0
27275123,User Authentication,Section 1: Offer Assistance,100.0
27275123,Offer Assistance,Section 1: Offer Assistance,100.0
27275123,Greeting,Section 1: Offer Assistance,0.0
27275123,Resolution Provided,Section 2: Problem Resolution,0.0
27275123,Professional Farewell,Section 4: Call Closing,0.0
27275123,Clear Explanation,Section 3: Communication Quality,0.0
27275123,Active Listening,Section 2: Problem Resolution,0.0
27275123,Recap Provided,Section 4: Call Closing,0.0
27471653,Issue Confirmation,Section 4: Call Closing,100.0
27471653,Active Listening,Section 2: Problem Resolution,100.0
27471653,Hold Protocol,Section 2: Problem Resolution,100.0
27471653,Professional Tone,Section 3: Communication Quality,100.0
27471653,Clear Explanation,Section 3: Communication Quality,100.0
27471653,Escalation Handling,Section 2: Problem Resolution,0.0
27471653,Greeting,Section 1: Offer Assistance,0.0
27471653,User Authentication,Section 1: Offer Assistance,0.0
27471653,Offer Assistance,Section 1: Offer Assistance,0.0
27471653,Resolution Provided,Section 2: Problem Resolution,0.0
27471653,Professional Farewell,Section 4: Call Closing,0.0
27471653,Recap Provided,Section 4: Call Closing,0.0
28585315,Active Listening,Section 2: Problem Resolution,100.0
28585315,Clear Explanation,Section 3: Communication Quality,100.0
28585315,Escalation Handling,Section 2: Problem Resolution,83.3
28585315,Professional Tone,Section 3: Communication Quality,83.3
28585315,Professional Farewell,Section 4: Call Closing,66.7
28585315,Resolution Provided,Section 2: Problem Resolution,50.0
28585315,Greeting,Section 1: Offer Assistance,50.0
28585315,Issue Confirmation,Section 4: Call Closing,16.7
28585315,User Authentication,Section 1: Offer Assistance,16.7
28585315,Hold Protocol,Section 2: Problem Resolution,16.7
28585315,Offer Assistance,Section 1: Offer Assistance,0.0
28585315,Recap Provided,Section 4: Call Closing,0.0
28787456,Professional Tone,Section 3: Communication Quality,100.0
28787456,Offer Assistance,Section 1: Offer Assistance,88.9
28787456,Greeting,Section 1: Offer Assistance,88.9
28787456,Active Listening,Section 2: Problem Resolution,88.9
28787456,Hold Protocol,Section 2: Problem Resolution,88.9
28787456,Professional Farewell,Section 4: Call Closing,88.9
28787456,Clear Explanation,Section 3: Communication Quality,88.9
28787456,Resolution Provided,Section 2: Problem Resolution,55.6
28787456,User Authentication,Section 1: Offer Assistance,55.6
28787456,Issue Confirmation,Section 4: Call Closing,55.6
28787456,Recap Provided,Section 4: Call Closing,33.3
28787456,Escalation Handling,Section 2: Problem Resolution,33.3
28787457,Professional Tone,Section 3: Communication Quality,80.0
28787457,Greeting,Section 1: Offer Assistance,60.0
28787457,User Authentication,Section 1: Offer Assistance,60.0
28787457,Offer Assistance,Section 1: Offer Assistance,60.0
28787457,Issue Confirmation,Section 4: Call Closing,60.0
28787457,Professional Farewell,Section 4: Call Closing,60.0
28787457,Active Listening,Section 2: Problem Resolution,60.0
28787457,Hold Protocol,Section 2: Problem Resolution,60.0
28787457,Clear Explanation,Section 3: Communication Quality,60.0
28787457,Resolution Provided,Section 2: Problem Resolution,40.0
28787457,Recap Provided,Section 4: Call Closing,40.0
28787457,Escalation Handling,Section 2: Problem Resolution,20.0
28787458,Professional Tone,Section 3: Communication Quality,100.0
28787458,Active Listening,Section 2: Problem Resolution,66.7
28787458,Greeting,Section 1: Offer Assistance,33.3
28787458,User Authentication,Section 1: Offer Assistance,33.3
28787458,Offer Assistance,Section 1: Offer Assistance,33.3
28787458,Hold Protocol,Section 2: Problem Resolution,33.3
28787458,Issue Confirmation,Section 4: Call Closing,33.3
28787458,Clear Explanation,Section 3: Communication Quality,33.3
28787458,Recap Provided,Section 4: Call Closing,33.3
28787458,Resolution Provided,Section 2: Problem Resolution,33.3
28787458,Professional Farewell,Section 4: Call Closing,33.3
28787458,Escalation Handling,Section 2: Problem Resolution,0.0
28787459,Professional Tone,Section 3: Communication Quality,100.0
28787459,Greeting,Section 1: Offer Assistance,66.7
28787459,Offer Assistance,Section 1: Offer Assistance,66.7
28787459,Active Listening,Section 2: Problem Resolution,66.7
28787459,Hold Protocol,Section 2: Problem Resolution,66.7
28787459,Issue Confirmation,Section 4: Call Closing,66.7
28787459,Clear Explanation,Section 3: Communication Quality,66.7
28787459,Recap Provided,Section 4: Call Closing,66.7
28787459,User Authentication,Section 1: Offer Assistance,66.7
28787459,Professional Farewell,Section 4: Call Closing,66.7
28787459,Resolution Provided,Section 2: Problem Resolution,33.3
28787459,Escalation Handling,Section 2: Problem Resolution,33.3
28787460,Greeting,Section 1: Offer Assistance,100.0
28787460,User Authentication,Section 1: Offer Assistance,100.0
28787460,Offer Assistance,Section 1: Offer Assistance,100.0
28787460,Hold Protocol,Section 2: Problem Resolution,100.0
28787460,Professional Tone,Section 3: Communication Quality,100.0
28787460,Issue Confirmation,Section 4: Call Closing,100.0
28787460,Professional Farewell,Section 4: Call Closing,100.0
28787460,Clear Explanation,Section 3: Communication Quality,100.0
28787460,Recap Provided,Section 4: Call Closing,100.0
28787460,Resolution Provided,Section 2: Problem Resolution,50.0
28787460,Active Listening,Section 2: Problem Resolution,50.0
28787460,Escalation Handling,Section 2: Problem Resolution,50.0
28845136,Resolution Provided,Section 2: Problem Resolution,100.0
28845136,Escalation Handling,Section 2: Problem Resolution,100.0
28845136,Professional Tone,Section 3: Communication Quality,100.0
28845136,Greeting,Section 1: Offer Assistance,100.0
28845136,Active Listening,Section 2: Problem Resolution,100.0
28845136,User Authentication,Section 1: Offer Assistance,0.0
28845136,Offer Assistance,Section 1: Offer Assistance,0.0
28845136,Hold Protocol,Section 2: Problem Resolution,0.0
28845136,Professional Farewell,Section 4: Call Closing,0.0
28845136,Issue Confirmation,Section 4: Call Closing,0.0
28845136,Clear Explanation,Section 3: Communication Quality,0.0
28845136,Recap Provided,Section 4: Call Closing,0.0
29898672,User Authentication,Section 1: Offer Assistance,100.0
29898672,Clear Explanation,Section 3: Communication Quality,100.0
29898672,Greeting,Section 1: Offer Assistance,100.0
29898672,Offer Assistance,Section 1: Offer Assistance,100.0
29898672,Active Listening,Section 2: Problem Resolution,100.0
29898672,Escalation Handling,Section 2: Problem Resolution,100.0
29898672,Professional Farewell,Section 4: Call Closing,100.0
29898672,Professional Tone,Section 3: Communication Quality,100.0
29898672,Resolution Provided,Section 2: Problem Resolution,0.0
29898672,Issue Confirmation,Section 4: Call Closing,0.0
29898672,Hold Protocol,Section 2: Problem Resolution,0.0
29898672,Recap Provided,Section 4: Call Closing,0.0
29984756,User Authentication,Section 1: Offer Assistance,100.0
29984756,Active Listening,Section 2: Problem Resolution,100.0
29984756,Resolution Provided,Section 2: Problem Resolution,100.0
29984756,Escalation Handling,Section 2: Problem Resolution,100.0
29984756,Issue Confirmation,Section 4: Call Closing,100.0
29984756,Professional Tone,Section 3: Communication Quality,100.0
29984756,Clear Explanation,Section 3: Communication Quality,100.0
29984756,Offer Assistance,Section 1: Offer Assistance,100.0
29984756,Professional Farewell,Section 4: Call Closing,100.0
29984756,Greeting,Section 1: Offer Assistance,0.0
29984756,Hold Protocol,Section 2: Problem Resolution,0.0
29984756,Recap Provided,Section 4: Call Closing,0.0
61534982,Active Listening,Section 2: Problem Resolution,100.0
61534982,Professional Tone,Section 3: Communication Quality,100.0
61534982,Greeting,Section 1: Offer Assistance,100.0
61534982,Offer Assistance,Section 1: Offer Assistance,100.0
61534982,Hold Protocol,Section 2: Problem Resolution,100.0
61534982,Professional Farewell,Section 4: Call Closing,100.0
61534982,Clear Explanation,Section 3: Communication Quality,100.0
61534982,User Authentication,Section 1: Offer Assistance,0.0
61534982,Escalation Handling,Section 2: Problem Resolution,0.0
61534982,Issue Confirmation,Section 4: Call Closing,0.0
61534982,Resolution Provided,Section 2: Problem Resolution,0.0
61534982,Recap Provided,Section 4: Call Closing,0.0
65875421,User Authentication,Section 1: Offer Assistance,100.0
65875421,Active Listening,Section 2: Problem Resolution,100.0
65875421,Resolution Provided,Section 2: Problem Resolution,100.0
65875421,Issue Confirmation,Section 4: Call Closing,100.0
65875421,Professional Farewell,Section 4: Call Closing,100.0
65875421,Clear Explanation,Section 3: Communication Quality,100.0
65875421,Greeting,Section 1: Offer Assistance,100.0
65875421,Offer Assistance,Section 1: Offer Assistance,100.0
65875421,Hold Protocol,Section 2: Problem Resolution,100.0
65875421,Escalation Handling,Section 2: Problem Resolution,100.0
65875421,Professional Tone,Section 3: Communication Quality,100.0
65875421,Recap Provided,Section 4: Call Closing,100.0
75128436,Greeting,Section 1: Offer Assistance,100.0
75128436,Issue Confirmation,Section 4: Call Closing,100.0
75128436,Professional Tone,Section 3: Communication Quality,100.0
75128436,Clear Explanation,Section 3: Communication Quality,100.0
75128436,Offer Assistance,Section 1: Offer Assistance,100.0
75128436,Active Listening,Section 2: Problem Resolution,100.0
75128436,Escalation Handling,Section 2: Problem Resolution,100.0
75128436,Professional Farewell,Section 4: Call Closing,100.0
75128436,User Authentication,Section 1: Offer Assistance,0.0
75128436,Hold Protocol,Section 2: Problem Resolution,0.0
75128436,Recap Provided,Section 4: Call Closing,0.0
75128436,Resolution Provided,Section 2: Problem Resolution,0.0
